FIPS,STATE,COUNTY,ARC,Geographic_Area_Name,Percentage of Unemployment,Percentage of Not in Labor Force,"Percentage o Less than 10,000","Percentage of 10,000 to 14,999 (Income)","Percentage of 15,000 to 24,999 (Income)","Percentage of 25,000 to 34,999 (Income)","Percentage of 35,000 to 49,999 (Income)","Percentage of 50,000 to 74,999 (Income)","Percentage of 75,000 to 99,999 (Income)","Percentage of 100,000 to 149,999 (Income)","Percentage of 150,000 to 199,999 (Income)","Percentage of 200,000 or more",Percentage of with Social Security (Income),Percentage of With Supplemental Security Income (Income),Percentage of With Cash Public Assistance (Income),Percentage of With Food Stamp SNAP (Income),"Percentage of Less than 5,000 (Owner-occupied)","Percentage of 5,000 to 9,999 (Owner-occupied)","Percentage of 10,000 to 14,999 (Owner-occupied)","Percentage of 15,000 to 19,999 (Owner-occupied)","Percentage of 20,000 to 24,999 (Owner-occupied)","Percentage of 25,000 to 34,999 (Owner-occupied)","Percentage of 35,000 to 49,999 (Owner-occupied)","Percentage of 50,000 to 74,999 (Owner-occupied)","Percentage of 75,000 to 99,999 (Owner-occupied)","Percentage of 100,000 to 149,999 (Owner-occupied)","Percentage of 150,000 or more (Owner-occupied)",Year,"Water, Sewer or Combine",Consumption amount (Gallons),Monthly Bill,Annual  Bill
47067,Tennessee,Hancock,ARC,"Hancock County, Tennessee",0.10 ,0.55 ,0.11 ,0.12 ,0.16 ,0.15 ,0.12 ,0.13 ,0.10 ,0.06 ,0.01 ,0.03 ,0.51 ,0.15 ,0.08 ,0.31 ,0.03 ,0.02 ,0.13 ,0.07 ,0.10 ,0.14 ,0.13 ,0.15 ,0.12 ,0.06 ,0.04 ,2022.00 ,Combined,4000,80,960
47073,Tennessee,Hawkins,ARC,"Hawkins County, Tennessee",0.09 ,0.50 ,0.07 ,0.05 ,0.12 ,0.10 ,0.13 ,0.21 ,0.13 ,0.11 ,0.05 ,0.03 ,0.46 ,0.07 ,0.02 ,0.15 ,0.04 ,0.01 ,0.03 ,0.06 ,0.05 ,0.09 ,0.13 ,0.21 ,0.15 ,0.13 ,0.11 ,2022.00 ,Combined,4000,80,960
47087,Tennessee,Jackson,ARC,"Jackson County, Tennessee",0.07 ,0.48 ,0.09 ,0.06 ,0.15 ,0.10 ,0.15 ,0.14 ,0.12 ,0.13 ,0.03 ,0.03 ,0.46 ,0.08 ,0.03 ,0.18 ,0.06 ,0.00 ,0.04 ,0.07 ,0.07 ,0.12 ,0.16 ,0.15 ,0.13 ,0.14 ,0.06 ,2022.00 ,Combined,4000,80,960
47089,Tennessee,Jefferson,ARC,"Jefferson County, Tennessee",0.05 ,0.42 ,0.02 ,0.04 ,0.10 ,0.11 ,0.15 ,0.18 ,0.14 ,0.17 ,0.05 ,0.05 ,0.43 ,0.05 ,0.02 ,0.12 ,0.01 ,0.01 ,0.03 ,0.04 ,0.03 ,0.09 ,0.14 ,0.19 ,0.14 ,0.19 ,0.13 ,2022.00 ,Combined,4000,80,960
47091,Tennessee,Johnson,ARC,"Johnson County, Tennessee",0.04 ,0.56 ,0.06 ,0.08 ,0.13 ,0.09 ,0.16 ,0.16 ,0.14 ,0.12 ,0.03 ,0.02 ,0.47 ,0.11 ,0.04 ,0.18 ,0.02 ,0.02 ,0.05 ,0.03 ,0.07 ,0.10 ,0.17 ,0.17 ,0.17 ,0.14 ,0.07 ,2022.00 ,Combined,4000,80,960
47093,Tennessee,Knox,ARC,"Knox County, Tennessee",0.04 ,0.36 ,0.05 ,0.04 ,0.08 ,0.08 ,0.12 ,0.17 ,0.13 ,0.17 ,0.07 ,0.09 ,0.30 ,0.04 ,0.02 ,0.10 ,0.01 ,0.01 ,0.02 ,0.02 ,0.03 ,0.06 ,0.10 ,0.16 ,0.14 ,0.21 ,0.23 ,2022.00 ,Combined,4000,80,960
47099,Tennessee,Lawrence,ARC,"Lawrence County, Tennessee",0.06 ,0.43 ,0.07 ,0.06 ,0.12 ,0.11 ,0.13 ,0.18 ,0.13 ,0.12 ,0.04 ,0.03 ,0.37 ,0.06 ,0.02 ,0.16 ,0.03 ,0.03 ,0.03 ,0.05 ,0.04 ,0.11 ,0.13 ,0.20 ,0.15 ,0.15 ,0.09 ,2022.00 ,Combined,4000,80,960
47101,Tennessee,Lewis,ARC,"Lewis County, Tennessee",0.05 ,0.46 ,0.08 ,0.04 ,0.12 ,0.14 ,0.14 ,0.16 ,0.09 ,0.15 ,0.04 ,0.02 ,0.45 ,0.07 ,0.02 ,0.19 ,0.04 ,0.01 ,0.03 ,0.05 ,0.04 ,0.13 ,0.17 ,0.17 ,0.10 ,0.18 ,0.08 ,2022.00 ,Combined,4000,80,960
47105,Tennessee,Loudon,ARC,"Loudon County, Tennessee",0.03 ,0.45 ,0.05 ,0.02 ,0.07 ,0.09 ,0.14 ,0.13 ,0.15 ,0.19 ,0.06 ,0.09 ,0.46 ,0.05 ,0.01 ,0.07 ,0.02 ,0.01 ,0.01 ,0.02 ,0.04 ,0.07 ,0.15 ,0.12 ,0.16 ,0.22 ,0.18 ,2022.00 ,Combined,4000,80,960
47107,Tennessee,McMinn,ARC,"McMinn County, Tennessee",0.05 ,0.45 ,0.05 ,0.06 ,0.08 ,0.09 ,0.16 ,0.20 ,0.12 ,0.15 ,0.06 ,0.04 ,0.44 ,0.06 ,0.02 ,0.14 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.08 ,0.15 ,0.20 ,0.13 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
47111,Tennessee,Macon,ARC,"Macon County, Tennessee",0.04 ,0.38 ,0.06 ,0.05 ,0.11 ,0.10 ,0.18 ,0.17 ,0.13 ,0.12 ,0.05 ,0.03 ,0.37 ,0.07 ,0.02 ,0.15 ,0.03 ,0.01 ,0.04 ,0.04 ,0.05 ,0.08 ,0.18 ,0.15 ,0.16 ,0.16 ,0.11 ,2022.00 ,Combined,4000,80,960
47115,Tennessee,Marion,ARC,"Marion County, Tennessee",0.06 ,0.45 ,0.06 ,0.06 ,0.09 ,0.09 ,0.13 ,0.20 ,0.14 ,0.12 ,0.08 ,0.03 ,0.39 ,0.08 ,0.02 ,0.15 ,0.04 ,0.02 ,0.03 ,0.04 ,0.05 ,0.08 ,0.11 ,0.21 ,0.16 ,0.14 ,0.13 ,2022.00 ,Combined,4000,80,960
47121,Tennessee,Meigs,ARC,"Meigs County, Tennessee",0.07 ,0.49 ,0.06 ,0.06 ,0.14 ,0.05 ,0.13 ,0.22 ,0.17 ,0.10 ,0.05 ,0.02 ,0.43 ,0.06 ,0.01 ,0.20 ,0.03 ,0.02 ,0.04 ,0.06 ,0.05 ,0.04 ,0.12 ,0.23 ,0.19 ,0.12 ,0.10 ,2022.00 ,Combined,4000,80,960
47123,Tennessee,Monroe,ARC,"Monroe County, Tennessee",0.07 ,0.49 ,0.05 ,0.07 ,0.13 ,0.10 ,0.13 ,0.17 ,0.16 ,0.14 ,0.03 ,0.02 ,0.48 ,0.08 ,0.02 ,0.16 ,0.02 ,0.01 ,0.04 ,0.04 ,0.08 ,0.09 ,0.11 ,0.19 ,0.18 ,0.17 ,0.07 ,2022.00 ,Combined,4000,80,960
47129,Tennessee,Morgan,ARC,"Morgan County, Tennessee",0.08 ,0.54 ,0.05 ,0.07 ,0.10 ,0.11 ,0.16 ,0.17 ,0.14 ,0.13 ,0.05 ,0.03 ,0.45 ,0.10 ,0.03 ,0.18 ,0.02 ,0.02 ,0.05 ,0.05 ,0.03 ,0.11 ,0.16 ,0.17 ,0.17 ,0.14 ,0.09 ,2022.00 ,Combined,4000,80,960
47133,Tennessee,Overton,ARC,"Overton County, Tennessee",0.03 ,0.43 ,0.07 ,0.08 ,0.10 ,0.12 ,0.14 ,0.15 ,0.13 ,0.10 ,0.05 ,0.05 ,0.42 ,0.05 ,0.01 ,0.10 ,0.05 ,0.01 ,0.08 ,0.05 ,0.04 ,0.12 ,0.13 ,0.15 ,0.13 ,0.11 ,0.12 ,2022.00 ,Combined,4000,80,960
47137,Tennessee,Pickett,ARC,"Pickett County, Tennessee",0.05 ,0.57 ,0.09 ,0.14 ,0.11 ,0.08 ,0.13 ,0.23 ,0.09 ,0.09 ,0.01 ,0.04 ,0.48 ,0.08 ,0.02 ,0.22 ,0.05 ,0.02 ,0.12 ,0.07 ,0.04 ,0.08 ,0.14 ,0.21 ,0.10 ,0.11 ,0.07 ,2022.00 ,Combined,4000,80,960
47139,Tennessee,Polk,ARC,"Polk County, Tennessee",0.08 ,0.45 ,0.07 ,0.07 ,0.09 ,0.10 ,0.15 ,0.16 ,0.12 ,0.14 ,0.05 ,0.06 ,0.46 ,0.04 ,0.01 ,0.14 ,0.05 ,0.01 ,0.04 ,0.03 ,0.04 ,0.09 ,0.15 ,0.17 ,0.15 ,0.15 ,0.13 ,2022.00 ,Combined,4000,80,960
47141,Tennessee,Putnam,ARC,"Putnam County, Tennessee",0.05 ,0.39 ,0.07 ,0.05 ,0.12 ,0.09 ,0.14 ,0.19 ,0.12 ,0.13 ,0.06 ,0.04 ,0.33 ,0.05 ,0.01 ,0.09 ,0.02 ,0.01 ,0.02 ,0.04 ,0.03 ,0.07 ,0.14 ,0.19 ,0.16 ,0.18 ,0.15 ,2022.00 ,Combined,4000,80,960
47143,Tennessee,Rhea,ARC,"Rhea County, Tennessee",0.08 ,0.47 ,0.05 ,0.05 ,0.09 ,0.10 ,0.13 ,0.22 ,0.15 ,0.12 ,0.05 ,0.03 ,0.43 ,0.09 ,0.01 ,0.17 ,0.03 ,0.01 ,0.03 ,0.04 ,0.03 ,0.09 ,0.13 ,0.22 ,0.17 ,0.15 ,0.11 ,2022.00 ,Combined,4000,80,960
47145,Tennessee,Roane,ARC,"Roane County, Tennessee",0.05 ,0.45 ,0.04 ,0.06 ,0.10 ,0.07 ,0.13 ,0.16 ,0.14 ,0.17 ,0.06 ,0.07 ,0.42 ,0.06 ,0.03 ,0.13 ,0.02 ,0.01 ,0.03 ,0.04 ,0.05 ,0.06 ,0.11 ,0.17 ,0.16 ,0.21 ,0.16 ,2022.00 ,Combined,4000,80,960
47151,Tennessee,Scott,ARC,"Scott County, Tennessee",0.10 ,0.50 ,0.07 ,0.09 ,0.14 ,0.15 ,0.15 ,0.19 ,0.09 ,0.08 ,0.03 ,0.02 ,0.45 ,0.11 ,0.14 ,0.24 ,0.04 ,0.03 ,0.07 ,0.07 ,0.05 ,0.14 ,0.16 ,0.19 ,0.12 ,0.09 ,0.06 ,2022.00 ,Combined,4000,80,960
47153,Tennessee,Sequatchie,ARC,"Sequatchie County, Tennessee",0.03 ,0.50 ,0.06 ,0.07 ,0.12 ,0.11 ,0.13 ,0.18 ,0.14 ,0.12 ,0.05 ,0.03 ,0.42 ,0.10 ,0.04 ,0.17 ,0.04 ,0.00 ,0.06 ,0.03 ,0.05 ,0.10 ,0.13 ,0.18 ,0.16 ,0.15 ,0.10 ,2022.00 ,Combined,4000,80,960
47155,Tennessee,Sevier,ARC,"Sevier County, Tennessee",0.04 ,0.39 ,0.04 ,0.04 ,0.10 ,0.09 ,0.15 ,0.19 ,0.14 ,0.15 ,0.05 ,0.05 ,0.40 ,0.06 ,0.03 ,0.09 ,0.02 ,0.02 ,0.03 ,0.06 ,0.03 ,0.08 ,0.13 ,0.18 ,0.15 ,0.17 ,0.13 ,2022.00 ,Combined,4000,80,960
47159,Tennessee,Smith,ARC,"Smith County, Tennessee",0.03 ,0.41 ,0.06 ,0.04 ,0.09 ,0.08 ,0.14 ,0.21 ,0.12 ,0.16 ,0.05 ,0.05 ,0.37 ,0.07 ,0.02 ,0.14 ,0.02 ,0.01 ,0.03 ,0.03 ,0.03 ,0.08 ,0.13 ,0.21 ,0.15 ,0.18 ,0.13 ,2022.00 ,Combined,4000,80,960
47163,Tennessee,Sullivan,ARC,"Sullivan County, Tennessee",0.06 ,0.44 ,0.05 ,0.06 ,0.11 ,0.10 ,0.15 ,0.17 ,0.12 ,0.14 ,0.05 ,0.05 ,0.42 ,0.07 ,0.02 ,0.13 ,0.02 ,0.01 ,0.04 ,0.04 ,0.04 ,0.09 ,0.15 ,0.17 ,0.13 ,0.16 ,0.14 ,2022.00 ,Combined,4000,80,960
47171,Tennessee,Unicoi,ARC,"Unicoi County, Tennessee",0.05 ,0.46 ,0.09 ,0.05 ,0.13 ,0.11 ,0.13 ,0.18 ,0.12 ,0.13 ,0.04 ,0.03 ,0.46 ,0.06 ,0.04 ,0.17 ,0.04 ,0.02 ,0.03 ,0.03 ,0.05 ,0.11 ,0.11 ,0.21 ,0.13 ,0.17 ,0.09 ,2022.00 ,Combined,4000,80,960
47173,Tennessee,Union,ARC,"Union County, Tennessee",0.06 ,0.46 ,0.05 ,0.06 ,0.11 ,0.08 ,0.17 ,0.19 ,0.13 ,0.14 ,0.05 ,0.04 ,0.42 ,0.08 ,0.03 ,0.18 ,0.02 ,0.01 ,0.04 ,0.04 ,0.05 ,0.08 ,0.18 ,0.18 ,0.15 ,0.14 ,0.10 ,2022.00 ,Combined,4000,80,960
47175,Tennessee,Van Buren,ARC,"Van Buren County, Tennessee",0.04 ,0.51 ,0.08 ,0.07 ,0.09 ,0.15 ,0.13 ,0.17 ,0.10 ,0.15 ,0.05 ,0.01 ,0.45 ,0.08 ,0.01 ,0.21 ,0.03 ,0.02 ,0.03 ,0.05 ,0.03 ,0.17 ,0.14 ,0.17 ,0.12 ,0.17 ,0.07 ,2022.00 ,Combined,4000,80,960
47177,Tennessee,Warren,ARC,"Warren County, Tennessee",0.04 ,0.44 ,0.06 ,0.05 ,0.12 ,0.10 ,0.14 ,0.22 ,0.13 ,0.11 ,0.04 ,0.03 ,0.37 ,0.07 ,0.01 ,0.15 ,0.03 ,0.02 ,0.03 ,0.05 ,0.04 ,0.08 ,0.15 ,0.22 ,0.16 ,0.13 ,0.09 ,2022.00 ,Combined,4000,80,960
47179,Tennessee,Washington,ARC,"Washington County, Tennessee",0.05 ,0.40 ,0.06 ,0.06 ,0.10 ,0.09 ,0.13 ,0.18 ,0.12 ,0.14 ,0.06 ,0.06 ,0.36 ,0.06 ,0.02 ,0.10 ,0.01 ,0.02 ,0.03 ,0.03 ,0.04 ,0.05 ,0.13 ,0.19 ,0.15 ,0.18 ,0.17 ,2022.00 ,Combined,4000,80,960
47185,Tennessee,White,ARC,"White County, Tennessee",0.05 ,0.46 ,0.04 ,0.08 ,0.11 ,0.12 ,0.17 ,0.17 ,0.16 ,0.10 ,0.03 ,0.03 ,0.44 ,0.06 ,0.01 ,0.15 ,0.03 ,0.01 ,0.07 ,0.03 ,0.04 ,0.13 ,0.17 ,0.17 ,0.18 ,0.11 ,0.07 ,2022.00 ,Combined,4000,80,960
51005,Virginia,Alleghany (+ Covington city),ARC,"Alleghany County, Virginia",0.04 ,0.50 ,0.08 ,0.07 ,0.10 ,0.10 ,0.12 ,0.21 ,0.10 ,0.14 ,0.05 ,0.03 ,0.45 ,0.06 ,0.02 ,0.09 ,0.06 ,0.01 ,0.07 ,0.03 ,0.04 ,0.09 ,0.12 ,0.23 ,0.11 ,0.15 ,0.10 ,2022.00 ,Combined,4000,80,960
51017,Virginia,Bath,ARC,"Bath County, Virginia",0.02 ,0.49 ,0.06 ,0.07 ,0.12 ,0.07 ,0.13 ,0.16 ,0.15 ,0.10 ,0.06 ,0.07 ,0.47 ,0.03 ,0.01 ,0.10 ,0.05 ,0.00 ,0.07 ,0.07 ,0.07 ,0.04 ,0.07 ,0.12 ,0.19 ,0.14 ,0.18 ,2022.00 ,Combined,4000,80,960
51021,Virginia,Bland,ARC,"Bland County, Virginia",0.03 ,0.57 ,0.03 ,0.06 ,0.06 ,0.08 ,0.15 ,0.24 ,0.16 ,0.16 ,0.05 ,0.02 ,0.46 ,0.04 ,0.01 ,0.06 ,0.01 ,0.01 ,0.04 ,0.02 ,0.03 ,0.09 ,0.12 ,0.24 ,0.18 ,0.18 ,0.08 ,2022.00 ,Combined,4000,80,960
51023,Virginia,Botetourt,ARC,"Botetourt County, Virginia",0.03 ,0.41 ,0.03 ,0.03 ,0.07 ,0.06 ,0.10 ,0.20 ,0.14 ,0.20 ,0.09 ,0.08 ,0.41 ,0.03 ,0.01 ,0.03 ,0.01 ,0.02 ,0.03 ,0.02 ,0.03 ,0.06 ,0.09 ,0.18 ,0.15 ,0.21 ,0.19 ,2022.00 ,Combined,4000,80,960
51027,Virginia,Buchanan,ARC,"Buchanan County, Virginia",0.06 ,0.63 ,0.09 ,0.06 ,0.17 ,0.12 ,0.18 ,0.15 ,0.10 ,0.11 ,0.01 ,0.02 ,0.55 ,0.10 ,0.03 ,0.21 ,0.03 ,0.02 ,0.05 ,0.08 ,0.07 ,0.12 ,0.19 ,0.16 ,0.11 ,0.14 ,0.03 ,2022.00 ,Combined,4000,80,960
51035,Virginia,Carroll (+ Galax city),ARC,"Carroll County, Virginia",0.05 ,0.48 ,0.07 ,0.05 ,0.10 ,0.15 ,0.13 ,0.18 ,0.13 ,0.14 ,0.03 ,0.02 ,0.47 ,0.05 ,0.02 ,0.14 ,0.03 ,0.02 ,0.05 ,0.05 ,0.04 ,0.14 ,0.13 ,0.18 ,0.15 ,0.15 ,0.05 ,2022.00 ,Combined,4000,80,960
51045,Virginia,Craig,ARC,"Craig County, Virginia",0.02 ,0.46 ,0.05 ,0.00 ,0.12 ,0.04 ,0.13 ,0.22 ,0.10 ,0.21 ,0.07 ,0.05 ,0.36 ,0.04 ,0.03 ,0.15 ,0.01 ,0.00 ,0.00 ,0.02 ,0.13 ,0.04 ,0.12 ,0.24 ,0.12 ,0.16 ,0.15 ,2022.00 ,Combined,4000,80,960
51051,Virginia,Dickenson,ARC,"Dickenson County, Virginia",0.03 ,0.60 ,0.09 ,0.11 ,0.14 ,0.10 ,0.15 ,0.14 ,0.11 ,0.11 ,0.03 ,0.01 ,0.53 ,0.11 ,0.04 ,0.24 ,0.04 ,0.02 ,0.07 ,0.07 ,0.07 ,0.10 ,0.16 ,0.17 ,0.13 ,0.13 ,0.05 ,2022.00 ,Combined,4000,80,960
51063,Virginia,Floyd,ARC,"Floyd County, Virginia",0.03 ,0.40 ,0.08 ,0.03 ,0.13 ,0.07 ,0.13 ,0.16 ,0.16 ,0.15 ,0.07 ,0.03 ,0.41 ,0.03 ,0.02 ,0.06 ,0.03 ,0.04 ,0.03 ,0.05 ,0.06 ,0.06 ,0.11 ,0.18 ,0.17 ,0.16 ,0.10 ,2022.00 ,Combined,4000,80,960
51071,Virginia,Giles,ARC,"Giles County, Virginia",0.02 ,0.44 ,0.04 ,0.03 ,0.09 ,0.11 ,0.10 ,0.26 ,0.14 ,0.15 ,0.06 ,0.03 ,0.39 ,0.05 ,0.01 ,0.07 ,0.02 ,0.01 ,0.02 ,0.06 ,0.03 ,0.09 ,0.10 ,0.27 ,0.14 ,0.17 ,0.10 ,2022.00 ,Combined,4000,80,960
51077,Virginia,Grayson,ARC,"Grayson County, Virginia",0.04 ,0.52 ,0.05 ,0.08 ,0.16 ,0.09 ,0.17 ,0.18 ,0.12 ,0.09 ,0.03 ,0.02 ,0.50 ,0.09 ,0.04 ,0.16 ,0.02 ,0.02 ,0.06 ,0.08 ,0.07 ,0.08 ,0.17 ,0.20 ,0.14 ,0.11 ,0.05 ,2022.00 ,Combined,4000,80,960
51089,Virginia,Henry (+ Martinsville city),ARC,"Henry County, Virginia",0.05 ,0.49 ,0.06 ,0.08 ,0.13 ,0.12 ,0.16 ,0.18 ,0.11 ,0.10 ,0.03 ,0.01 ,0.47 ,0.06 ,0.04 ,0.16 ,0.03 ,0.02 ,0.06 ,0.06 ,0.05 ,0.11 ,0.17 ,0.19 ,0.12 ,0.13 ,0.06 ,2022.00 ,Combined,4000,80,960
51091,Virginia,Highland,ARC,"Highland County, Virginia",0.15 ,0.52 ,0.02 ,0.02 ,0.09 ,0.15 ,0.13 ,0.25 ,0.11 ,0.15 ,0.05 ,0.03 ,0.57 ,0.08 ,0.00 ,0.04 ,0.01 ,0.01 ,0.01 ,0.04 ,0.02 ,0.14 ,0.13 ,0.28 ,0.13 ,0.16 ,0.08 ,2022.00 ,Combined,4000,80,960
51105,Virginia,Lee,ARC,"Lee County, Virginia",0.08 ,0.58 ,0.10 ,0.09 ,0.16 ,0.10 ,0.11 ,0.17 ,0.13 ,0.08 ,0.04 ,0.02 ,0.51 ,0.11 ,0.03 ,0.25 ,0.04 ,0.03 ,0.06 ,0.05 ,0.07 ,0.07 ,0.14 ,0.22 ,0.17 ,0.10 ,0.07 ,2022.00 ,Combined,4000,80,960
51121,Virginia,Montgomery (+ Radford city),ARC,"Montgomery County, Virginia",0.03 ,0.44 ,0.12 ,0.03 ,0.07 ,0.08 ,0.10 ,0.17 ,0.11 ,0.16 ,0.07 ,0.08 ,0.26 ,0.03 ,0.01 ,0.05 ,0.02 ,0.01 ,0.01 ,0.02 ,0.02 ,0.06 ,0.09 ,0.16 ,0.14 ,0.22 ,0.25 ,2022.00 ,Combined,4000,80,960
51141,Virginia,Patrick,ARC,"Patrick County, Virginia",0.02 ,0.50 ,0.06 ,0.07 ,0.09 ,0.11 ,0.17 ,0.13 ,0.12 ,0.12 ,0.06 ,0.06 ,0.50 ,0.07 ,0.03 ,0.10 ,0.03 ,0.02 ,0.05 ,0.06 ,0.01 ,0.11 ,0.18 ,0.13 ,0.14 ,0.15 ,0.13 ,2022.00 ,Combined,4000,80,960
51155,Virginia,Pulaski,ARC,"Pulaski County, Virginia",0.03 ,0.45 ,0.07 ,0.04 ,0.08 ,0.10 ,0.11 ,0.23 ,0.14 ,0.14 ,0.05 ,0.05 ,0.41 ,0.05 ,0.02 ,0.13 ,0.02 ,0.01 ,0.02 ,0.03 ,0.04 ,0.09 ,0.11 ,0.23 ,0.15 ,0.18 ,0.12 ,2022.00 ,Combined,4000,80,960
51163,Virginia,Rockbridge (+ Buena Vista city + Lexington city),ARC,"Rockbridge County, Virginia",0.04 ,0.45 ,0.04 ,0.03 ,0.08 ,0.12 ,0.13 ,0.18 ,0.15 ,0.12 ,0.09 ,0.06 ,0.47 ,0.05 ,0.03 ,0.10 ,0.02 ,0.01 ,0.03 ,0.03 ,0.04 ,0.09 ,0.13 ,0.19 ,0.15 ,0.13 ,0.18 ,2022.00 ,Combined,4000,80,960
51167,Virginia,Russell,ARC,"Russell County, Virginia",0.06 ,0.57 ,0.07 ,0.07 ,0.14 ,0.13 ,0.14 ,0.17 ,0.11 ,0.10 ,0.03 ,0.03 ,0.50 ,0.10 ,0.04 ,0.18 ,0.03 ,0.02 ,0.06 ,0.03 ,0.07 ,0.12 ,0.13 ,0.20 ,0.13 ,0.13 ,0.08 ,2022.00 ,Combined,4000,80,960
51169,Virginia,Scott,ARC,"Scott County, Virginia",0.03 ,0.55 ,0.10 ,0.07 ,0.15 ,0.08 ,0.16 ,0.17 ,0.10 ,0.11 ,0.05 ,0.02 ,0.51 ,0.09 ,0.03 ,0.19 ,0.04 ,0.03 ,0.06 ,0.07 ,0.07 ,0.08 ,0.14 ,0.19 ,0.10 ,0.13 ,0.08 ,2022.00 ,Combined,4000,80,960
51173,Virginia,Smyth,ARC,"Smyth County, Virginia",0.03 ,0.50 ,0.07 ,0.06 ,0.15 ,0.12 ,0.15 ,0.17 ,0.11 ,0.11 ,0.03 ,0.03 ,0.45 ,0.08 ,0.04 ,0.16 ,0.02 ,0.02 ,0.03 ,0.07 ,0.06 ,0.10 ,0.16 ,0.19 ,0.14 ,0.14 ,0.07 ,2022.00 ,Combined,4000,80,960
51185,Virginia,Tazewell,ARC,"Tazewell County, Virginia",0.06 ,0.54 ,0.07 ,0.07 ,0.11 ,0.12 ,0.15 ,0.16 ,0.11 ,0.14 ,0.04 ,0.03 ,0.48 ,0.08 ,0.04 ,0.14 ,0.03 ,0.01 ,0.06 ,0.06 ,0.05 ,0.12 ,0.14 ,0.18 ,0.11 ,0.17 ,0.09 ,2022.00 ,Combined,4000,80,960
51191,Virginia,Washington (+ Bristol city),ARC,"Washington County, Virginia",0.04 ,0.46 ,0.04 ,0.05 ,0.10 ,0.11 ,0.12 ,0.18 ,0.13 ,0.16 ,0.05 ,0.05 ,0.46 ,0.07 ,0.02 ,0.11 ,0.02 ,0.01 ,0.05 ,0.04 ,0.05 ,0.09 ,0.13 ,0.18 ,0.14 ,0.19 ,0.12 ,2022.00 ,Combined,4000,80,960
51195,Virginia,Wise (+ Norton city),ARC,"Wise County, Virginia",0.09 ,0.54 ,0.05 ,0.09 ,0.13 ,0.11 ,0.14 ,0.21 ,0.11 ,0.11 ,0.03 ,0.02 ,0.46 ,0.10 ,0.03 ,0.22 ,0.03 ,0.01 ,0.05 ,0.05 ,0.06 ,0.10 ,0.14 ,0.22 ,0.13 ,0.12 ,0.07 ,2022.00 ,Combined,4000,80,960
51197,Virginia,Wythe,ARC,"Wythe County, Virginia",0.05 ,0.44 ,0.07 ,0.06 ,0.10 ,0.11 ,0.13 ,0.18 ,0.15 ,0.14 ,0.04 ,0.03 ,0.43 ,0.05 ,0.03 ,0.11 ,0.03 ,0.01 ,0.04 ,0.05 ,0.03 ,0.09 ,0.12 ,0.20 ,0.18 ,0.17 ,0.08 ,2022.00 ,Combined,4000,80,960
54001,West Virginia,Barbour,ARC,"Barbour County, West Virginia",0.10 ,0.50 ,0.08 ,0.06 ,0.12 ,0.12 ,0.19 ,0.19 ,0.07 ,0.12 ,0.04 ,0.02 ,0.46 ,0.06 ,0.01 ,0.16 ,0.04 ,0.03 ,0.06 ,0.04 ,0.06 ,0.12 ,0.20 ,0.18 ,0.07 ,0.13 ,0.08 ,2022.00 ,Combined,4000,80,960
54003,West Virginia,Berkeley,ARC,"Berkeley County, West Virginia",0.05 ,0.34 ,0.04 ,0.03 ,0.05 ,0.08 ,0.11 ,0.20 ,0.16 ,0.18 ,0.09 ,0.06 ,0.30 ,0.05 ,0.03 ,0.11 ,0.01 ,0.01 ,0.02 ,0.02 ,0.02 ,0.07 ,0.10 ,0.20 ,0.17 ,0.20 ,0.18 ,2022.00 ,Combined,4000,80,960
54005,West Virginia,Boone,ARC,"Boone County, West Virginia",0.10 ,0.56 ,0.05 ,0.08 ,0.10 ,0.10 ,0.11 ,0.17 ,0.14 ,0.18 ,0.04 ,0.01 ,0.54 ,0.09 ,0.11 ,0.22 ,0.02 ,0.01 ,0.05 ,0.05 ,0.04 ,0.11 ,0.12 ,0.17 ,0.16 ,0.21 ,0.07 ,2022.00 ,Combined,4000,80,960
54007,West Virginia,Braxton,ARC,"Braxton County, West Virginia",0.14 ,0.57 ,0.06 ,0.07 ,0.14 ,0.14 ,0.17 ,0.20 ,0.10 ,0.08 ,0.03 ,0.01 ,0.50 ,0.08 ,0.03 ,0.16 ,0.03 ,0.01 ,0.05 ,0.04 ,0.09 ,0.14 ,0.19 ,0.19 ,0.11 ,0.08 ,0.04 ,2022.00 ,Combined,4000,80,960
54009,West Virginia,Brooke,ARC,"Brooke County, West Virginia",0.06 ,0.46 ,0.04 ,0.05 ,0.10 ,0.11 ,0.18 ,0.16 ,0.15 ,0.13 ,0.05 ,0.02 ,0.45 ,0.05 ,0.03 ,0.16 ,0.01 ,0.01 ,0.04 ,0.03 ,0.05 ,0.10 ,0.14 ,0.19 ,0.18 ,0.16 ,0.10 ,2022.00 ,Combined,4000,80,960
54011,West Virginia,Cabell,ARC,"Cabell County, West Virginia",0.06 ,0.45 ,0.10 ,0.07 ,0.11 ,0.10 ,0.12 ,0.18 ,0.11 ,0.11 ,0.05 ,0.05 ,0.37 ,0.08 ,0.04 ,0.16 ,0.03 ,0.01 ,0.03 ,0.04 ,0.04 ,0.10 ,0.12 ,0.21 ,0.14 ,0.15 ,0.14 ,2022.00 ,Combined,4000,80,960
