FIPS,Geographic Area Name,Estimate!!Total:,Estimate!!Total:!!Owner occupied:,"Estimate!!Total:!!Owner occupied:!!Less than $5,000","Percentage of Less than $5,000","Estimate!!Total:!!Owner occupied:!!$5,000 to $9,999","Percentage of $5,000 to $9,999","Estimate!!Total:!!Owner occupied:!!$10,000 to $14,999","Percentage of $10,000 to $14,999","Estimate!!Total:!!Owner occupied:!!$15,000 to $19,999","Percentage of $15,000 to $19,999","Estimate!!Total:!!Owner occupied:!!$20,000 to $24,999","Percentage of $20,000 to $24,999","Estimate!!Total:!!Owner occupied:!!$25,000 to $34,999","Percentage of $25,000 to $34,999","Estimate!!Total:!!Owner occupied:!!$35,000 to $49,999","Percentage of $35,000 to $49,999","Estimate!!Total:!!Owner occupied:!!$50,000 to $74,999","Percentage of $50,000 to $74,999","Estimate!!Total:!!Owner occupied:!!$75,000 to $99,999","Percentage of $75,000 to $99,999","Estimate!!Total:!!Owner occupied:!!$100,000 to $149,999","Percentage of $100,000 to $149,999","Estimate!!Total:!!Owner occupied:!!$150,000 or more","Percentage of $150,000 or more"
21117,"Kenton County, Kentucky",67353,46532,646,1.39 ,359,0.77 ,970,2.08 ,645,1.39,1205,2.59,2445,5.25,3720,7.99,7239,15.56,6595,14.17,11127,23.91,11581,24.89
21119,"Knott County, Kentucky",5563,4037,145,3.59 ,110,2.72 ,215,5.33 ,278,6.89,252,6.24,644,15.95,579,14.34,595,14.74,530,13.13,459,11.37,230,5.7
21121,"Knox County, Kentucky",11229,7181,284,3.95 ,346,4.82 ,621,8.65 ,593,8.26,554,7.71,655,9.12,989,13.77,1116,15.54,745,10.37,727,10.12,551,7.67
21123,"Larue County, Kentucky",5967,4466,137,3.07 ,50,1.12 ,181,4.05 ,186,4.16,292,6.54,533,11.93,402,9,940,21.05,498,11.15,853,19.1,394,8.82
21125,"Laurel County, Kentucky",23424,16678,545,3.27 ,203,1.22 ,762,4.57 ,641,3.84,607,3.64,1359,8.15,2431,14.58,3061,18.35,2653,15.91,2841,17.03,1575,9.44
21127,"Lawrence County, Kentucky",5721,4255,166,3.90 ,102,2.40 ,176,4.14 ,182,4.28,293,6.89,558,13.11,589,13.84,819,19.25,553,13,463,10.88,354,8.32
21129,"Lee County, Kentucky",2637,1835,62,3.38 ,36,1.96 ,239,13.02 ,100,5.45,128,6.98,358,19.51,288,15.69,263,14.33,144,7.85,162,8.83,55,3
21131,"Leslie County, Kentucky",3698,3209,40,1.25 ,153,4.77 ,328,10.22 ,90,2.8,283,8.82,590,18.39,447,13.93,600,18.7,214,6.67,439,13.68,25,0.78
21133,"Letcher County, Kentucky",8415,6231,211,3.39 ,260,4.17 ,521,8.36 ,361,5.79,314,5.04,760,12.2,698,11.2,1262,20.25,858,13.77,703,11.28,283,4.54
21135,"Lewis County, Kentucky",4757,3761,126,3.35 ,96,2.55 ,268,7.13 ,366,9.73,197,5.24,541,14.38,442,11.75,737,19.6,448,11.91,360,9.57,180,4.79
21137,"Lincoln County, Kentucky",9692,7615,123,1.62 ,204,2.68 ,488,6.41 ,459,6.03,244,3.2,763,10.02,1173,15.4,1537,20.18,894,11.74,1137,14.93,593,7.79
21139,"Livingston County, Kentucky",3537,2898,56,1.93 ,90,3.11 ,175,6.04 ,88,3.04,63,2.17,272,9.39,368,12.7,740,25.53,440,15.18,336,11.59,270,9.32
21141,"Logan County, Kentucky",10850,8018,150,1.87 ,184,2.29 ,322,4.02 ,301,3.75,297,3.7,700,8.73,769,9.59,1924,24,1251,15.6,1463,18.25,657,8.19
21143,"Lyon County, Kentucky",3229,2646,2,0.08 ,28,1.06 ,53,2.00 ,104,3.93,116,4.38,247,9.33,330,12.47,547,20.67,464,17.54,330,12.47,425,16.06
21145,"McCracken County, Kentucky",27000,18030,258,1.43 ,445,2.47 ,329,1.82 ,608,3.37,603,3.34,1339,7.43,2121,11.76,3412,18.92,2591,14.37,3292,18.26,3032,16.82
21147,"McCreary County, Kentucky",5510,3859,241,6.25 ,117,3.03 ,395,10.24 ,262,6.79,203,5.26,365,9.46,496,12.85,735,19.05,471,12.21,375,9.72,199,5.16
21149,"McLean County, Kentucky",3609,2902,84,2.89 ,32,1.10 ,17,0.59 ,128,4.41,57,1.96,211,7.27,313,10.79,505,17.4,424,14.61,677,23.33,454,15.64
21151,"Madison County, Kentucky",36148,22166,317,1.43 ,293,1.32 ,432,1.95 ,444,2,734,3.31,1342,6.05,2297,10.36,3661,16.52,3321,14.98,5422,24.46,3903,17.61
21153,"Magoffin County, Kentucky",4554,3424,100,2.92 ,201,5.87 ,300,8.76 ,249,7.27,347,10.13,572,16.71,392,11.45,546,15.95,307,8.97,218,6.37,192,5.61
21155,"Marion County, Kentucky",7588,5597,100,1.79 ,188,3.36 ,324,5.79 ,131,2.34,202,3.61,530,9.47,856,15.29,1157,20.67,889,15.88,724,12.94,496,8.86
21157,"Marshall County, Kentucky",12998,10727,299,2.79 ,200,1.86 ,209,1.95 ,444,4.14,407,3.79,732,6.82,1160,10.81,2185,20.37,1541,14.37,1964,18.31,1586,14.79
21159,"Martin County, Kentucky",3756,2965,167,5.63 ,65,2.19 ,227,7.66 ,120,4.05,100,3.37,425,14.33,331,11.16,628,21.18,177,5.97,514,17.34,211,7.12
21161,"Mason County, Kentucky",6695,4596,123,2.68 ,138,3.00 ,161,3.50 ,186,4.05,120,2.61,604,13.14,583,12.68,671,14.6,457,9.94,815,17.73,738,16.06
21163,"Meade County, Kentucky",10554,7828,80,1.02 ,124,1.58 ,338,4.32 ,180,2.3,118,1.51,512,6.54,933,11.92,1549,19.79,942,12.03,1553,19.84,1499,19.15
21165,"Menifee County, Kentucky",2262,1675,33,1.97 ,95,5.67 ,163,9.73 ,92,5.49,77,4.6,148,8.84,250,14.93,257,15.34,258,15.4,235,14.03,67,4
21167,"Mercer County, Kentucky",9079,6756,104,1.54 ,121,1.79 ,394,5.83 ,198,2.93,204,3.02,615,9.1,692,10.24,1396,20.66,1222,18.09,1108,16.4,702,10.39
21169,"Metcalfe County, Kentucky",4160,3238,100,3.09 ,54,1.67 ,179,5.53 ,176,5.44,183,5.65,479,14.79,451,13.93,547,16.89,396,12.23,470,14.52,203,6.27
21171,"Monroe County, Kentucky",4544,3224,89,2.76 ,131,4.06 ,229,7.10 ,128,3.97,125,3.88,371,11.51,370,11.48,489,15.17,416,12.9,557,17.28,319,9.89
21173,"Montgomery County, Kentucky",10705,7074,144,2.04 ,137,1.94 ,277,3.92 ,298,4.21,262,3.7,496,7.01,1039,14.69,1353,19.13,1107,15.65,1475,20.85,486,6.87
21175,"Morgan County, Kentucky",4665,3666,87,2.37 ,99,2.70 ,226,6.16 ,235,6.41,235,6.41,354,9.66,560,15.28,648,17.68,407,11.1,409,11.16,406,11.07
21177,"Muhlenberg County, Kentucky",11847,9763,310,3.18 ,106,1.09 ,609,6.24 ,513,5.25,395,4.05,886,9.08,1292,13.23,1631,16.71,1303,13.35,1375,14.08,1343,13.76
21179,"Nelson County, Kentucky",18457,14120,125,0.89 ,118,0.84 ,361,2.56 ,408,2.89,397,2.81,1259,8.92,1433,10.15,2564,18.16,2280,16.15,3093,21.91,2082,14.75
21181,"Nicholas County, Kentucky",2614,1867,64,3.43 ,48,2.57 ,25,1.34 ,80,4.28,47,2.52,275,14.73,248,13.28,260,13.93,337,18.05,297,15.91,186,9.96
21183,"Ohio County, Kentucky",9041,7038,190,2.70 ,73,1.04 ,200,2.84 ,266,3.78,326,4.63,756,10.74,1119,15.9,1570,22.31,919,13.06,1113,15.81,506,7.19
21185,"Oldham County, Kentucky",22128,19220,101,0.53 ,101,0.53 ,164,0.85 ,193,1,409,2.13,521,2.71,1106,5.75,2055,10.69,2343,12.19,4416,22.98,7811,40.64
21187,"Owen County, Kentucky",4146,3546,97,2.74 ,85,2.40 ,134,3.78 ,205,5.78,182,5.13,314,8.86,543,15.31,548,15.45,488,13.76,614,17.32,336,9.48
21189,"Owsley County, Kentucky",1383,875,31,3.54 ,36,4.11 ,71,8.11 ,62,7.09,18,2.06,109,12.46,108,12.34,111,12.69,198,22.63,91,10.4,40,4.57
21191,"Pendleton County, Kentucky",5270,3880,207,5.34 ,69,1.78 ,119,3.07 ,144,3.71,104,2.68,272,7.01,552,14.23,600,15.46,570,14.69,826,21.29,417,10.75
21193,"Perry County, Kentucky",11279,8541,201,2.35 ,193,2.26 ,693,8.11 ,392,4.59,391,4.58,1241,14.53,782,9.16,1557,18.23,1312,15.36,1115,13.05,664,7.77
21195,"Pike County, Kentucky",23967,17783,600,3.37 ,593,3.33 ,1217,6.84 ,1091,6.14,1319,7.42,1900,10.68,2694,15.15,2909,16.36,2199,12.37,2168,12.19,1093,6.15
21197,"Powell County, Kentucky",4658,3172,92,2.90 ,124,3.91 ,114,3.59 ,193,6.08,144,4.54,427,13.46,245,7.72,332,10.47,651,20.52,676,21.31,174,5.49
21199,"Pulaski County, Kentucky",25711,18576,954,5.14 ,271,1.46 ,972,5.23 ,663,3.57,830,4.47,2232,12.02,2158,11.62,2984,16.06,2697,14.52,2670,14.37,2145,11.55
21201,"Robertson County, Kentucky",797,591,6,1.02 ,22,3.72 ,25,4.23 ,18,3.05,18,3.05,59,9.98,121,20.47,76,12.86,121,20.47,88,14.89,37,6.26
21203,"Rockcastle County, Kentucky",6380,4851,215,4.43 ,100,2.06 ,307,6.33 ,272,5.61,452,9.32,425,8.76,718,14.8,1088,22.43,458,9.44,487,10.04,329,6.78
21205,"Rowan County, Kentucky",8952,5501,105,1.91 ,67,1.22 ,227,4.13 ,214,3.89,193,3.51,802,14.58,619,11.25,1013,18.41,560,10.18,850,15.45,851,15.47
21207,"Russell County, Kentucky",7007,5213,153,2.93 ,121,2.32 ,350,6.71 ,284,5.45,197,3.78,443,8.5,678,13.01,941,18.05,984,18.88,621,11.91,441,8.46
21209,"Scott County, Kentucky",21603,15863,217,1.37 ,186,1.17 ,175,1.10 ,248,1.56,342,2.16,586,3.69,1401,8.83,2484,15.66,2606,16.43,4335,27.33,3283,20.7
21211,"Shelby County, Kentucky",17590,12819,166,1.29 ,118,0.92 ,154,1.20 ,394,3.07,174,1.36,557,4.35,1254,9.78,1934,15.09,2047,15.97,3160,24.65,2861,22.32
21213,"Simpson County, Kentucky",7530,4946,123,2.49 ,90,1.82 ,218,4.41 ,143,2.89,106,2.14,248,5.01,730,14.76,1324,26.77,544,11,826,16.7,594,12.01
21215,"Spencer County, Kentucky",6916,5961,167,2.80 ,8,0.13 ,15,0.25 ,201,3.37,104,1.74,284,4.76,300,5.03,690,11.58,835,14.01,1750,29.36,1607,26.96
21217,"Taylor County, Kentucky",9843,6646,64,0.96 ,109,1.64 ,245,3.69 ,205,3.08,168,2.53,322,4.85,659,9.92,1576,23.71,1280,19.26,1296,19.5,722,10.86
21219,"Todd County, Kentucky",4476,3346,69,2.06 ,112,3.35 ,126,3.77 ,174,5.2,62,1.85,182,5.44,374,11.18,820,24.51,510,15.24,606,18.11,311,9.29
21221,"Trigg County, Kentucky",5818,4575,216,4.72 ,45,0.98 ,176,3.85 ,152,3.32,141,3.08,596,13.03,448,9.79,939,20.52,661,14.45,685,14.97,516,11.28
21223,"Trimble County, Kentucky",3273,2660,59,2.22 ,42,1.58 ,115,4.32 ,208,7.82,160,6.02,259,9.74,220,8.27,379,14.25,377,14.17,550,20.68,291,10.94
21225,"Union County, Kentucky",5067,3703,74,2.00 ,70,1.89 ,98,2.65 ,166,4.48,126,3.4,268,7.24,523,14.12,800,21.6,598,16.15,604,16.31,376,10.15
21227,"Warren County, Kentucky",52545,29838,335,1.12 ,194,0.65 ,469,1.57 ,910,3.05,636,2.13,1935,6.49,2731,9.15,4798,16.08,5426,18.18,6609,22.15,5795,19.42
21229,"Washington County, Kentucky",4635,3682,42,1.14 ,38,1.03 ,254,6.90 ,112,3.04,125,3.39,283,7.69,282,7.66,714,19.39,800,21.73,526,14.29,506,13.74
21231,"Wayne County, Kentucky",7897,5821,193,3.32 ,151,2.59 ,592,10.17 ,416,7.15,306,5.26,792,13.61,614,10.55,1054,18.11,624,10.72,698,11.99,381,6.55
21233,"Webster County, Kentucky",4819,3454,89,2.58 ,81,2.35 ,193,5.59 ,198,5.73,258,7.47,354,10.25,351,10.16,645,18.67,537,15.55,513,14.85,235,6.8
21235,"Whitley County, Kentucky",13076,8718,242,2.78 ,160,1.84 ,922,10.58 ,541,6.21,516,5.92,802,9.2,986,11.31,1517,17.4,1103,12.65,1320,15.14,609,6.99
21237,"Wolfe County, Kentucky",2506,1709,12,0.70 ,0,0.00 ,226,13.22 ,161,9.42,158,9.25,241,14.1,397,23.23,326,19.08,115,6.73,54,3.16,19,1.11
21239,"Woodford County, Kentucky",10493,7535,138,1.83 ,35,0.46 ,134,1.78 ,77,1.02,215,2.85,365,4.84,883,11.72,1057,14.03,1049,13.92,1971,26.16,1611,21.38
22001,"Acadia Parish, Louisiana",21388,14627,333,2.28 ,326,2.23 ,716,4.90 ,438,2.99,784,5.36,1242,8.49,2412,16.49,2068,14.14,1957,13.38,2599,17.77,1752,11.98
22003,"Allen Parish, Louisiana",7636,5804,71,1.22 ,126,2.17 ,462,7.96 ,334,5.75,329,5.67,438,7.55,734,12.65,1195,20.59,545,9.39,980,16.88,590,10.17
22005,"Ascension Parish, Louisiana",46040,38337,522,1.36 ,363,0.95 ,580,1.51 ,452,1.18,1053,2.75,1838,4.79,3331,8.69,5534,14.44,4688,12.23,9091,23.71,10885,28.39
22007,"Assumption Parish, Louisiana",8368,6938,294,4.24 ,87,1.25 ,489,7.05 ,462,6.66,105,1.51,792,11.42,1045,15.06,1000,14.41,618,8.91,1166,16.81,880,12.68
22009,"Avoyelles Parish, Louisiana",14600,10251,358,3.49 ,294,2.87 ,912,8.90 ,448,4.37,713,6.96,1046,10.2,1263,12.32,1592,15.53,1185,11.56,1679,16.38,761,7.42
22011,"Beauregard Parish, Louisiana",13587,11181,256,2.29 ,272,2.43 ,236,2.11 ,361,3.23,415,3.71,842,7.53,1063,9.51,1937,17.32,1386,12.4,2307,20.63,2106,18.84
22013,"Bienville Parish, Louisiana",5375,3962,98,2.47 ,58,1.46 ,320,8.08 ,420,10.6,247,6.23,589,14.87,492,12.42,668,16.86,378,9.54,426,10.75,266,6.71
22015,"Bossier Parish, Louisiana",48651,31834,765,2.40 ,315,0.99 ,1292,4.06 ,814,2.56,1032,3.24,2173,6.83,3612,11.35,4966,15.6,4721,14.83,6438,20.22,5706,17.92
22017,"Caddo Parish, Louisiana",94475,57182,1588,2.78 ,722,1.26 ,2454,4.29 ,3078,5.38,2707,4.73,3992,6.98,7203,12.6,9602,16.79,7056,12.34,9031,15.79,9749,17.05
22019,"Calcasieu Parish, Louisiana",76853,54406,1316,2.42 ,730,1.34 ,1522,2.80 ,1428,2.62,1975,3.63,4482,8.24,6124,11.26,9152,16.82,7194,13.22,10609,19.5,9874,18.15
22021,"Caldwell Parish, Louisiana",3521,2452,99,4.04 ,33,1.35 ,116,4.73 ,79,3.22,129,5.26,277,11.3,247,10.07,287,11.7,333,13.58,441,17.99,411,16.76
22023,"Cameron Parish, Louisiana",2166,1939,13,0.67 ,27,1.39 ,0,0.00 ,59,3.04,60,3.09,99,5.11,363,18.72,285,14.7,292,15.06,404,20.84,337,17.38
22025,"Catahoula Parish, Louisiana",3030,2355,39,1.66 ,73,3.10 ,62,2.63 ,96,4.08,89,3.78,328,13.93,291,12.36,487,20.68,206,8.75,450,19.11,234,9.94
22027,"Claiborne Parish, Louisiana",5060,3646,47,1.29 ,178,4.88 ,285,7.82 ,289,7.93,199,5.46,710,19.47,523,14.34,554,15.19,437,11.99,218,5.98,206,5.65
22029,"Concordia Parish, Louisiana",6302,4585,134,2.92 ,146,3.18 ,467,10.19 ,296,6.46,261,5.69,474,10.34,482,10.51,757,16.51,583,12.72,485,10.58,500,10.91
22031,"De Soto Parish, Louisiana",10235,7663,207,2.70 ,144,1.88 ,298,3.89 ,241,3.14,343,4.48,841,10.97,1000,13.05,1277,16.66,750,9.79,1557,20.32,1005,13.11
22033,"East Baton Rouge Parish, Louisiana",173792,103930,2912,2.80 ,1214,1.17 ,2168,2.09 ,2499,2.4,2774,2.67,6525,6.28,9948,9.57,15563,14.97,13463,12.95,19529,18.79,27335,26.3
22035,"East Carroll Parish, Louisiana",2381,1462,68,4.65 ,31,2.12 ,143,9.78 ,106,7.25,124,8.48,131,8.96,189,12.93,177,12.11,120,8.21,274,18.74,99,6.77
22037,"East Feliciana Parish, Louisiana",6613,5449,90,1.65 ,57,1.05 ,173,3.17 ,138,2.53,239,4.39,614,11.27,553,10.15,933,17.12,682,12.52,1132,20.77,838,15.38
22039,"Evangeline Parish, Louisiana",12128,7834,197,2.51 ,229,2.92 ,385,4.91 ,598,7.63,754,9.62,903,11.53,1151,14.69,1147,14.64,748,9.55,1046,13.35,676,8.63
22041,"Franklin Parish, Louisiana",7308,5464,270,4.94 ,118,2.16 ,323,5.91 ,232,4.25,408,7.47,580,10.61,717,13.12,1146,20.97,607,11.11,567,10.38,496,9.08
22043,"Grant Parish, Louisiana",6719,5499,91,1.65 ,164,2.98 ,279,5.07 ,200,3.64,172,3.13,560,10.18,580,10.55,1114,20.26,586,10.66,926,16.84,827,15.04
22045,"Iberia Parish, Louisiana",26954,18474,496,2.68 ,325,1.76 ,664,3.59 ,847,4.58,744,4.03,1412,7.64,2276,12.32,3727,20.17,2629,14.23,3289,17.8,2065,11.18
22047,"Iberville Parish, Louisiana",11042,8228,325,3.95 ,296,3.60 ,301,3.66 ,249,3.03,180,2.19,717,8.71,834,10.14,1506,18.3,1024,12.45,1410,17.14,1386,16.84
22049,"Jackson Parish, Louisiana",5461,3743,130,3.47 ,65,1.74 ,186,4.97 ,202,5.4,168,4.49,410,10.95,636,16.99,781,20.87,321,8.58,586,15.66,258,6.89
22051,"Jefferson Parish, Louisiana",176165,110430,2597,2.35 ,1602,1.45 ,3040,2.75 ,3252,2.94,3659,3.31,7512,6.8,10500,9.51,19207,17.39,16028,14.51,20732,18.77,22301,20.19
22053,"Jefferson Davis Parish, Louisiana",11682,9071,261,2.88 ,274,3.02 ,300,3.31 ,462,5.09,393,4.33,1069,11.78,862,9.5,1682,18.54,947,10.44,1519,16.75,1302,14.35
22055,"Lafayette Parish, Louisiana",97694,64768,1990,3.07 ,698,1.08 ,1685,2.60 ,1793,2.77,2039,3.15,4391,6.78,6018,9.29,9627,14.86,9355,14.44,13095,20.22,14077,21.73
22057,"Lafourche Parish, Louisiana",36828,28826,1008,3.50 ,256,0.89 ,1138,3.95 ,1305,4.53,1053,3.65,2118,7.35,3441,11.94,4269,14.81,3909,13.56,6305,21.87,4024,13.96
22059,"LaSalle Parish, Louisiana",4665,3875,160,4.13 ,8,0.21 ,109,2.81 ,252,6.5,95,2.45,193,4.98,535,13.81,788,20.34,557,14.37,438,11.3,740,19.1
22061,"Lincoln Parish, Louisiana",18043,9367,215,2.30 ,250,2.67 ,389,4.15 ,441,4.71,520,5.55,1051,11.22,797,8.51,1324,14.13,1148,12.26,1989,21.23,1243,13.27
22063,"Livingston Parish, Louisiana",49770,40937,844,2.06 ,550,1.34 ,966,2.36 ,1183,2.89,1283,3.13,2908,7.1,3529,8.62,6690,16.34,5587,13.65,9887,24.15,7510,18.35
22065,"Madison Parish, Louisiana",3092,1713,65,3.79 ,45,2.63 ,105,6.13 ,88,5.14,62,3.62,246,14.36,139,8.11,369,21.54,171,9.98,205,11.97,218,12.73
22067,"Morehouse Parish, Louisiana",9474,6323,315,4.98 ,139,2.20 ,507,8.02 ,274,4.33,248,3.92,711,11.24,742,11.73,1214,19.2,734,11.61,937,14.82,502,7.94
22069,"Natchitoches Parish, Louisiana",13866,7928,179,2.26 ,130,1.64 ,376,4.74 ,290,3.66,546,6.89,487,6.14,942,11.88,1343,16.94,923,11.64,1663,20.98,1049,13.23
22071,"Orleans Parish, Louisiana",155669,76725,2850,3.71 ,1630,2.12 ,2755,3.59 ,2494,3.25,2860,3.73,5500,7.17,7912,10.31,11826,15.41,7865,10.25,12220,15.93,18813,24.52
22073,"Ouachita Parish, Louisiana",59595,35465,1332,3.76 ,669,1.89 ,1208,3.41 ,1372,3.87,1547,4.36,2641,7.45,3643,10.27,5558,15.67,5041,14.21,5949,16.77,6505,18.34
22075,"Plaquemines Parish, Louisiana",8172,5866,187,3.19 ,110,1.88 ,149,2.54 ,169,2.88,285,4.86,564,9.61,441,7.52,522,8.9,941,16.04,1096,18.68,1402,23.9
22077,"Pointe Coupee Parish, Louisiana",8203,6346,397,6.26 ,231,3.64 ,317,5.00 ,214,3.37,184,2.9,554,8.73,572,9.01,1145,18.04,724,11.41,1060,16.7,948,14.94
22079,"Rapides Parish, Louisiana",48544,31989,892,2.79 ,354,1.11 ,1187,3.71 ,1232,3.85,1367,4.27,2556,7.99,3532,11.04,5326,16.65,4194,13.11,5912,18.48,5437,17
22081,"Red River Parish, Louisiana",2934,2206,16,0.73 ,69,3.13 ,252,11.42 ,186,8.43,93,4.22,166,7.52,228,10.34,426,19.31,197,8.93,413,18.72,160,7.25
22083,"Richland Parish, Louisiana",7295,4654,147,3.16 ,111,2.39 ,131,2.81 ,323,6.94,266,5.72,462,9.93,442,9.5,920,19.77,458,9.84,796,17.1,598,12.85
22085,"Sabine Parish, Louisiana",8339,6110,302,4.94 ,100,1.64 ,356,5.83 ,298,4.88,216,3.54,729,11.93,743,12.16,1176,19.25,824,13.49,708,11.59,658,10.77
22087,"St. Bernard Parish, Louisiana",15732,11312,602,5.32 ,301,2.66 ,473,4.18 ,499,4.41,463,4.09,960,8.49,1154,10.2,1747,15.44,1813,16.03,1746,15.43,1554,13.74
22089,"St. Charles Parish, Louisiana",18591,15349,247,1.61 ,143,0.93 ,305,1.99 ,295,1.92,407,2.65,823,5.36,1499,9.77,2418,15.75,1924,12.54,3241,21.12,4047,26.37
22091,"St. Helena Parish, Louisiana",4004,3064,3,0.10 ,76,2.48 ,559,18.24 ,115,3.75,349,11.39,159,5.19,373,12.17,690,22.52,296,9.66,218,7.11,226,7.38
22093,"St. James Parish, Louisiana",7498,6315,75,1.19 ,33,0.52 ,275,4.35 ,132,2.09,272,4.31,704,11.15,732,11.59,827,13.1,632,10.01,1238,19.6,1395,22.09
22095,"St. John the Baptist Parish, Louisiana",15232,11808,247,2.09 ,138,1.17 ,419,3.55 ,450,3.81,353,2.99,1092,9.25,1306,11.06,2280,19.31,1616,13.69,2288,19.38,1619,13.71
22097,"St. Landry Parish, Louisiana",30888,21194,1026,4.84 ,645,3.04 ,1264,5.96 ,1322,6.24,1302,6.14,1536,7.25,2744,12.95,3426,16.16,2715,12.81,3278,15.47,1936,9.13
22099,"St. Martin Parish, Louisiana",19874,15540,396,2.55 ,375,2.41 ,825,5.31 ,656,4.22,835,5.37,1780,11.45,1895,12.19,2749,17.69,1863,11.99,2489,16.02,1677,10.79
22101,"St. Mary Parish, Louisiana",18628,12946,646,4.99 ,276,2.13 ,849,6.56 ,444,3.43,476,3.68,872,6.74,1769,13.66,2324,17.95,1501,11.59,2359,18.22,1430,11.05
22103,"St. Tammany Parish, Louisiana",101212,80039,1319,1.65 ,1172,1.46 ,2163,2.70 ,2023,2.53,2358,2.95,4789,5.98,7850,9.81,11693,14.61,11302,14.12,16321,20.39,19049,23.8
22105,"Tangipahoa Parish, Louisiana",48658,35378,1099,3.11 ,477,1.35 ,1879,5.31 ,1479,4.18,1286,3.64,2771,7.83,4326,12.23,6254,17.68,4719,13.34,5929,16.76,5159,14.58
22107,"Tensas Parish, Louisiana",1593,1091,63,5.77 ,86,7.88 ,71,6.51 ,69,6.32,67,6.14,178,16.32,128,11.73,260,23.83,65,5.96,68,6.23,36,3.3
22109,"Terrebonne Parish, Louisiana",41505,30798,1116,3.62 ,618,2.01 ,709,2.30 ,1114,3.62,1426,4.63,2163,7.02,3612,11.73,5548,18.01,4712,15.3,5375,17.45,4405,14.3
22111,"Union Parish, Louisiana",8172,6327,295,4.66 ,235,3.71 ,375,5.93 ,412,6.51,217,3.43,617,9.75,632,9.99,1166,18.43,958,15.14,916,14.48,504,7.97
22113,"Vermilion Parish, Louisiana",21704,16603,612,3.69 ,297,1.79 ,522,3.14 ,747,4.5,795,4.79,1443,8.69,1759,10.59,2894,17.43,2492,15.01,2704,16.29,2338,14.08
22115,"Vernon Parish, Louisiana",17726,9809,296,3.02 ,267,2.72 ,428,4.36 ,363,3.7,376,3.83,730,7.44,1124,11.46,1677,17.1,1296,13.21,2121,21.62,1131,11.53
22117,"Washington Parish, Louisiana",17162,11586,414,3.57 ,161,1.39 ,636,5.49 ,807,6.97,650,5.61,1259,10.87,1525,13.16,1882,16.24,1245,10.75,1788,15.43,1219,10.52
22119,"Webster Parish, Louisiana",14801,9926,196,1.97 ,186,1.87 ,818,8.24 ,517,5.21,859,8.65,1112,11.2,1412,14.23,1840,18.54,1085,10.93,1137,11.45,764,7.7
22121,"West Baton Rouge Parish, Louisiana",10080,7582,110,1.45 ,55,0.73 ,129,1.70 ,248,3.27,162,2.14,329,4.34,468,6.17,1387,18.29,1032,13.61,2272,29.97,1390,18.33
22123,"West Carroll Parish, Louisiana",3785,2854,72,2.52 ,46,1.61 ,119,4.17 ,184,6.45,197,6.9,283,9.92,446,15.63,476,16.68,426,14.93,359,12.58,246,8.62
22125,"West Feliciana Parish, Louisiana",3822,2777,17,0.61 ,19,0.68 ,26,0.94 ,17,0.61,22,0.79,250,9,259,9.33,525,18.91,377,13.58,517,18.62,748,26.94
22127,"Winn Parish, Louisiana",4882,3491,90,2.58 ,62,1.78 ,324,9.28 ,169,4.84,186,5.33,292,8.36,626,17.93,408,11.69,336,9.62,691,19.79,307,8.79
23001,"Androscoggin County, Maine",45825,30450,406,1.33 ,169,0.56 ,410,1.35 ,631,2.07,900,2.96,1959,6.43,3182,10.45,5631,18.49,4975,16.34,6920,22.73,5267,17.3
23003,"Aroostook County, Maine",29237,21495,442,2.06 ,337,1.57 ,909,4.23 ,806,3.75,1046,4.87,1923,8.95,2936,13.66,4282,19.92,3205,14.91,3543,16.48,2066,9.61
23005,"Cumberland County, Maine",128184,89627,1458,1.63 ,409,0.46 ,1351,1.51 ,1204,1.34,2006,2.24,3802,4.24,7042,7.86,12785,14.26,12148,13.55,19029,21.23,28393,31.68
23007,"Franklin County, Maine",12276,9290,151,1.63 ,136,1.46 ,295,3.18 ,297,3.2,237,2.55,865,9.31,1116,12.01,1937,20.85,1512,16.28,1737,18.7,1007,10.84
23009,"Hancock County, Maine",24660,19411,312,1.61 ,189,0.97 ,543,2.80 ,730,3.76,648,3.34,1501,7.73,2006,10.33,3954,20.37,2941,15.15,3436,17.7,3151,16.23
23011,"Kennebec County, Maine",53452,38739,613,1.58 ,453,1.17 ,1034,2.67 ,615,1.59,1343,3.47,2819,7.28,4792,12.37,7094,18.31,5824,15.03,8188,21.14,5964,15.4
23013,"Knox County, Maine",17780,14084,374,2.66 ,84,0.60 ,463,3.29 ,341,2.42,405,2.88,776,5.51,1482,10.52,2562,18.19,2500,17.75,2552,18.12,2545,18.07
23015,"Lincoln County, Maine",15848,13122,212,1.62 ,87,0.66 ,302,2.30 ,282,2.15,390,2.97,1022,7.79,1416,10.79,2553,19.46,1935,14.75,2632,20.06,2291,17.46
23017,"Oxford County, Maine",23183,18627,453,2.43 ,259,1.39 ,523,2.81 ,686,3.68,898,4.82,1721,9.24,2681,14.39,3513,18.86,2668,14.32,3184,17.09,2041,10.96
23019,"Penobscot County, Maine",63687,44498,947,2.13 ,467,1.05 ,1157,2.60 ,1332,2.99,2141,4.81,3700,8.31,5321,11.96,7317,16.44,6355,14.28,8761,19.69,7000,15.73
